Elemento,Descripcion,Banco
"Gianidafirenze
15% dcto.
Metropolitana","15% dcto.
Encuentra la mayor variedad de zapatos de cuero.
Recuerda:
Exclusivo pagando con tus Tarjetas de Crédito y Débito Santander.
Válido en tiendas físicas y www.gianidafirenze.cl
En toda la tienda. No aplica en productos con sale.
Ingresa los 6 primeros dígitos de tus Tarjeta de Crédito y Débito Santander como código de descuento.
No acumulable con otras promociones.
Vigencia: Hasta el 31 de marzo de 2025",Santander
"Warmtec
3 a 36 cuotas sin interés","3 a 36 cuotas sin interés
Descubre la innovadora tecnología en calefacción para tu hogar.
Recuerda que:
Exclusivo pagando con tus Tarjetas de Crédito Santander.
Es válido en tiendas y online.
No es acumulable con otras promociones.
CAE 1,53% Calculado por un monto referencial de compra de $1.000.000 en 36 cuotas. Costo total del Crédito: $1.023.760. Operación afecta a impuesto al crédito a cargo del cliente.
Vigencia: Hasta el 31 de marzo de 2025.",Santander
"Corralco Resort de Montaña
30% dcto. todos los días
Araucanía","30% dcto. todos los días
Vive Corralco este verano con Visa
Recuerda que:
Exclusivo pagando con tus Tarjetas de Crédito Santander Visa.
Válido presencial y en www.corralco.com.
Ruta 181, 4700000 El Colorado, Curacautín.
Reservas desde el 3 de diciembre de 2024 hasta el 31 de mayo de 2025.
Fecha de estadía permitidas desde el 3 de diciembre de 2024 hasta el 31 de mayo de 2025.
No existe límite en el monto ni la cantidad de noches que pueden ser reservadas con esta tarifa.
La promoción aplica exclusivamente en reservas de estadías. No incluye actividades como trekking, acceso a spa, piscina, sala de juegos, sala de cine, acceso a bar y restaurantes.
No acumulable con otras promociones.
Vigencia: Desde el 3 de diciembre de 2024 al 31 de mayo de 2025",Santander
"Clínica Oftalmológica Pasteur
20% dcto. en consultas médicas todos los días y 4 a 12 cuotas sin...
Metropolitana","20% dcto. en consultas médicas todos los días y 4 a 12 cuotas sin interés
Especialistas en diagnóstico y tratamiento de problemas que afectan la visión.
Recuerda que:
Exclusivo pagando con tus Tarjetas de Crédito Santander.
Válido presencial.
Av. Luis Pasteur 5917 / Av. Luis Pasteur 5719 (CEOP), Vitacura y Padre Mariano 210, Providencia.
Descuento aplica en el copago de consultas médicas.
Ingresando el código SANTANDER20 como código de descuento.
No es acumulable con otras promociones.
CAE 1,46% Calculado por un monto referencial de compra de $1.000.000 en 24 cuotas. Costo total del Crédito: $1.007.920. Operación afecta a impuesto al crédito a cargo del cliente.
Vigencia: Hasta el 31 de marzo de 2025",Santander
"Prima Bar
50% dcto. todos los sábados.
Metropolitana","50% dcto. todos los sábados.
Bar donde las materias primas y la producción artesanal son protagonistas.
Recuerda que:
Exclusivo con tus Nuevas Tarjetas de Crédito Santander American Express.
Válido para consumo en local
Alonso de Córdova 4355, Vitacura y General Flores 51, Providencia.
Solo CV galería.
No acumulable a otras promociones.
Pide tu descuento al momento de pagar.
Descuento máximo por pedido de $50.000.
Vigencia: Desde el 01 de marzo al 31 de mayo de 2025.",Santander
"Nikkei 419
40% dcto. todos los miércoles
Valparaíso","40% dcto. todos los miércoles
La mejor comida japonesa-peruana
Recuerda que:
Exclusivo con tus Tarjetas de Crédito Santander.
Válido para consumo en local.
Av. San Martín 419, Viña del Mar
No acumulable a otras promociones.
Pide tu descuento al momento de pagar.
Descuento máximo por pedido de $40.000.
Se excluyen propinas, menús, happy hours.
Vigencia: Hasta el 31 de marzo de 2025.",Santander
"Taxi Oficial
Multiplica x2 tus Millas LATAM Pass","Multiplica x2 tus Millas LATAM Pass
Transporte seguro, viaja con nosotros en nuestra gran flota de vehículos.
Recuerda que:
Exclusivo pagando con tus Tarjetas de Crédito Santander LATAM Pass.
Válido en flota de vehículos de Taxi Oficial.
No acumulable con otras promociones.
Vigencia: Hasta el 31 de marzo de 2025",Santander
"Relan
10% dcto. adicional todos los jueves
Metropolitana","10% dcto. adicional todos los jueves
Encuentra una gran variedad de productos para darle a tu casa ese toque único que necesita, desde muebles, ropa de cama y mucho más.
Recuerda que:
Exclusivo pagando con tus Tarjetas de Crédito y Débito Santander.
Válido en tiendas y www.relan.cl
Av. Vitacura 4170, Vitacura.
Ingresando los 6 primeros dígitos de tu Tarjeta como código de descuento.
Acumulable con otras promociones.
Vigencia: Hasta el 31 de marzo de 2025",Santander
"Mercado Libre
18 o 24 cuotas sin interés","18 o 24 cuotas sin interés
Encuentra miles de marcas y productos a precios increíbles.
Recuerda que:
Exclusivo pagando con tus Tarjetas de Crédito Santander.
Válido en mercadolibre.cl y en App Mercado Libre.
Exclusivo para toda la familia de iPhones o productos seleccionados desde el 20 enero al 31 de marzo de 2025
CAE 1,51% Calculado por un monto referencial de compra de $1.000.000 en 24 cuotas. Costo total del Crédito: $1.015.840. Operación afecta a impuesto al crédito a cargo del cliente.
Vigencia: Desde el 20 enero al 31 de marzo de 2025",Santander
"La Mulata
40% dcto. todos los miércoles.
Tarapacá","40% dcto. todos los miércoles.
La mejor cocina fusión peruana - japonesa
Recuerda que:
Exclusivo con tus Tarjetas de Crédito Santander.
Válido para consumo en local.
Av. Arturo Prat Chacón 902, Iquique.
No acumulable a otras promociones.
Pide tu descuento al momento de pagar.
Descuento máximo por pedido de $40.000.
Vigencia: Desde el 01 al 31 de marzo de 2025.",Santander
"Defontana
4 a 24 cuotas sin interés.","4 a 24 cuotas sin interés.
Software de gestión integral, la solución para empresas.
Recuerda:
Exclusivo pagando con tus Tarjetas de Crédito Santander.
Es válido online.
No es acumulable con otras promociones.
CAE 1,51% Calculado por un monto referencial de compra de $1.000.000 en 24 cuotas. Costo total del Crédito: $1.015.840. Operación afecta a impuesto al crédito a cargo del cliente.
Vigencia: Hasta el 31 de marzo de 2025",Santander
"Pro Circuit
13 a 36 cuotas sin interés","13 a 36 cuotas sin interés
Conoce toda la línea de motocicletas de ProCircuit
Recuerda:
Exclusivo pagando con tus Tarjetas de Crédito Santander.
Es válido en tiendas.
Sólo las marcas Keeway, Benelli y Royal Enfield son válidas pagando en hasta 36 cuotas sin interés.
No es acumulable con otras promociones.
CAE 1,53% Calculado por un monto referencial de compra de $1.000.000 en 36 cuotas. Costo total del Crédito: $1.023.760 . Operación afecta a impuesto al crédito a cargo del cliente.
Vigencia: Hasta el 31 de marzo de 2025.",Santander
"Anfruns Motors
3 a 6 cuotas sin interés","3 a 6 cuotas sin interés
Concesionario Dercocenter, encuentra autos 0km, usados y postventa
Recuerda:
Exclusivo pagando con tus Tarjetas de Crédito Santander.
Es válido en tiendas y online.
No es acumulable con otras promociones.
CAE 1,36% Calculado por un monto referencial de compra de $1.000.000 en 6 cuotas. Costo total del Crédito: $1.003.960. Operación afecta a impuesto al crédito a cargo del cliente.
Vigencia: Hasta el 31 de marzo de 2025.",Santander
"Clínicas Norden
12 a 24 cuotas sin interés","12 a 24 cuotas sin interés
Creando sonrisas.

Recuerda que:
Exclusivo pagando con tus Tarjetas de Crédito Santander.
Válido presencial.
No es acumulable con otras promociones.
CAE 1,51% Calculado por un monto referencial de compra de $1.000.000 en 24 cuotas. Costo total del Crédito: $1.015.840. Operación afecta a impuesto al crédito a cargo del cliente.
Vigencia: Hasta el 31 de marzo de 2025",Santander
"La Pescá
50%. dcto. todos los lunes
Valparaíso","50%. dcto. todos los lunes
Encuentra ceviche, carnes y sándwiches marinos.
Recuerda que:
Exclusivo con tus Nuevas Tarjetas de Crédito Santander American Express.
Válido para consumo en local.
Av. Cachagua 280, Cachagua.
Tope de descuento de $50.000.
No acumulable a otras promociones.
Pide tu descuento al momento de pagar.
Se excluyen propinas, menús, happy hours.
Vigencia: Hasta el 31 de mayo de 2025.",Santander
"Casa Morera
50%. dcto. todos los domingos.
Metropolitana","50%. dcto. todos los domingos.
¡Disfruta un lugar para compartir entre amigos!
Recuerda que:
Exclusivo con tus Nuevas Tarjetas de Crédito Santander American Express.
Válido para consumo en local.
Alonso de Córdova 4017, Vitacura.
Tope de descuento de $50.000.
No acumulable a otras promociones.
Se excluyen propinas, menús, happy hours.

Vigencia: Desde el 01 al 31 de mayo de 2025.",Santander
"Do Sushi
40% dcto. todos los miércoles
Metropolitana","40% dcto. todos los miércoles
Disfruta de la cocina Japonesa
Recuerda que:
Exclusivo con tus Tarjetas de Crédito Santander.
Válido en local y en www.dosushi.cl
Suecia 0155, local 102, Providencia.
Ingresando los 6 primeros dígitos de tu Tarjeta como código de descuento.
No acumulable a otras promociones.
Pide tu descuento al momento de pagar.
Descuento máximo por pedido de $40.000.
Vigencia: Desde el 01 al 31 de marzo de 2025.",Santander
"Tierra de Fuego
40% dcto. todos los miércoles.
Valparaíso","40% dcto. todos los miércoles.
Especialidades de la tierra y del mar.
Recuerda que:
Exclusivo con tus Tarjetas de Crédito WorldMember Limited Santander LATAM Pass.
Válido para consumo en local.
Playa Acapulco - 8 Nte. 65, Viña del Mar.
No acumulable a otras promociones.
Pide tu descuento al momento de pagar.
Tope de descuento $100.000
Se excluyen propinas, menús, happy hours.
Vigencia: Hasta el 31 de marzo de 2025.",Santander
"Demencia
50%. dcto. todos los martes
Metropolitana","50%. dcto. todos los martes
Decoración circense y alta gastronomía, coctelería de autor y shows en vivo.
Recuerda que:
Exclusivo con tus Nuevas Tarjetas de Crédito Santander American Express.
Válido para consumo en local.
Av. Vitacura 3520, Vitacura.
Tope de descuento de $50.000.
No acumulable a otras promociones.
Se excluyen propinas, menús, happy hours.
Vigencia: Desde el 01 de marzo al 31 de mayo de 2025.",Santander
"Amphora
20% dcto. todos los martes","20% dcto. todos los martes
Carteras, mochilas y zapatos
Recuerda que:
Exclusivo con tus Tarjetas Crédito y Débito Santander.
Válido en tiendas.
Excluye outlets.
No acumulable a otras promociones.
  Vigencia: Hasta el 31 de marzo de 2025",Santander
"Petvet
15% dcto. todos los días
Metropolitana","15% dcto. todos los días
Productos y servicios a domicilio para mascotas.
Recuerda que:
Exclusivo con tus Tarjetas de Crédito y Débito Santander.
Válido en tiendas y www.petvet.cl
Ingresa los 6 primeros dígitos de tu Tarjeta como código de descuento.
Tope de dcto. $30.000
Compras sobre $10.000
No aplica para atención veterinaria a domicilio. Excluye alimentos secos.
No acumulable a otras promociones.
IV Centenario 343, Las Condes.
Vigencia: Hasta el 31 de marzo de 2025",Santander
"Ergostore
7 a 24 cuotas sin interés","7 a 24 cuotas sin interés
Consigue los mejores escritorios eléctricos elevables, bicicleta de escritorio, cinta para caminar en la oficina y más
Recuerda que:
Exclusivo pagando con tus Tarjetas de Crédito Santander.
Es válido en www.ergostore.cl y en tienda Román Díaz 2111, Ñuñoa.
No es acumulable con otras promociones.
CAE 1,51% Calculado por un monto referencial de compra de $1.000.000 en 12 cuotas. Costo total del Crédito: $1.015.840. Operación afecta a impuesto al crédito a cargo del cliente.
Vigencia: Hasta el 31 de marzo de 2025",Santander
"SP Digital
4 a 24 cuotas sin interés","4 a 24 cuotas sin interés
Compra tu pc gamer, componentes y más al mejor precio. 
Recuerda que:
Exclusivo pagando con tus Tarjetas de Crédito Santander.
Válido en tiendas y www.spdigital.cl
CAE 1,51% Calculado por un monto referencial de compra de $1.000.000 en 24 cuotas. Costo total del Crédito: $1.015.840. Operación afecta a impuesto al crédito a cargo del cliente.
Vigencia: Hasta el 31 de marzo de 2025",Santander
"Claro
13 a 36 cuotas sin interés","13 a 36 cuotas sin interés
Renueva tu equipo con Claro y conéctate con lo que más te gusta
Recuerda que:
Exclusivo pagando con tus Tarjetas de Crédito Santander.
Es válido en tiendas y www.clarochile.cl
No es acumulable con otras promociones.
CAE 1,53% Calculado por un monto referencial de compra de $1.000.000 en 36 cuotas. Costo total del Crédito: $1.023.760. Operación afecta a impuesto al crédito a cargo del cliente.
Vigencia: Hasta el 31 de marzo de 2025",Santander
"WOM
13 a 24 cuotas sin interés.","13 a 24 cuotas sin interés.
Conoce todos los equipos y accesorios que tiene WOM para ti.
Recuerda que:
Exclusivo pagando con tus Tarjetas de Crédito Santander.
Es válido en tiendas y www.wom.cl
No es acumulable con otras promociones.
Aplica a equipo de telefonía y accesorios.
No aplica para la contratación de planes móviles y fibras ópticas.
CAE 1,51% Calculado por un monto referencial de compra de $1.000.000 en 24 cuotas. Costo total del Crédito: $1.015.840. Operación afecta a impuesto al crédito a cargo del cliente.
Vigencia: Hasta el 31 de marzo de 2025",Santander
"Mitta
25% dcto. en arriendo diario
Metropolitana y Regiones","25% dcto. en arriendo diario
¡Arriendos de autos con precios únicos!
Recuerda que:
Exclusivo con tus Tarjetas de Crédito y Débito Santander.
Válido en www.mitta.cl
Ingresando los 6 primeros dígitos de tu Tarjeta como código de descuento.
Promoción sujeta a disponibilidad de categorías. La tarifa publicada incluye CDW (colisión) que no es descontable. Descuento aplica solamente en arriendos de personas naturales. No aplica sobre opcionales y servicios adicionales (seguros, TAG, bencina, cargo aeropuerto, impuesto).
No acumulable a otras promociones.
Vigencia: Hasta el 31 de marzo de 2025",Santander
"Yadō by Asia
40% dcto. todos los miércoles.
Tarapacá","40% dcto. todos los miércoles.
Una nueva experiencia gastronómica
Recuerda que:
Exclusivo con tus Tarjetas de Crédito WorldMember Limited Santander LATAM Pass.
Válido en local.
Tomas Bonilla N° 815, Iquique.
No acumulable a otras promociones.
Pide tu descuento al momento de pagar.
Descuento máximo por pedido de $100.000
Vigencia: Desde el 01 al 31 de marzo de 2025.",Santander
"Carmine
50% dcto. todos los jueves.
Metropolitana","50% dcto. todos los jueves.
Raíces profundas de una tradición gastronómica que ha sido transmitida de generación en generación.
Recuerda que:
Exclusivo con tus Nuevas Tarjetas de Crédito Santander American Express.
Válido en local.
Av. Nueva Costanera 3900, Vitacura.
No acumulable a otras promociones.
Descuento máximo por pedido de $50.000.
Vigencia: Desde el 01 de marzo al 31 de mayo de 2025.",Santander
"Km0
3 a 18 cuotas sin interés","3 a 18 cuotas sin interés
Bicicletería con productos de alta gama.
Recuerda que:
Exclusivo pagando con tus Tarjetas de Crédito Santander.
Es válido en tiendas y online.
No es acumulable con otras promociones.
CAE 1,50% Calculado por un monto referencial de compra de $1.000.000 en 18 cuotas. Costo total del Crédito: $1.011.880. Operación afecta a impuesto al crédito a cargo del cliente.

Vigencia: Hasta el 31 de marzo de 2025",Santander
"CUBE
3 a 12 cuotas sin interés
Metropolitana","3 a 12 cuotas sin interés
Especialistas en ciclismo.
Recuerda que:
Exclusivo pagando con tus Tarjetas de Crédito y Débito Santander.
Ingresando los 6 primeros dígitos de tu Tarjeta como código de descuento.
Es válido en tiendas y online.
Avenida Padre Hurtado 1121, Vitacura, Santiago.
No es acumulable con otras promociones.
CAE 1,46% Calculado por un monto referencial de compra de $1.000.000 en 12 cuotas. Costo total del Crédito: $1.007.920. Operación afecta a impuesto al crédito a cargo del cliente.
Vigencia: Hasta el 31 de marzo de 2025",Santander
"Motor Doo
4 a 24 cuotas sin interés","4 a 24 cuotas sin interés
Distribuidor oficial en Chile de Peugeot Motocycles Can-Am, Sea-Doo, Ski-Doo y Rotax Kart.
Recuerda que:
Exclusivo pagando con tus Tarjetas de Crédito Santander.
Es válido en tiendas físicas y online.
Válido en compra de unidades nuevas, no aplica a repuestos o accesorios.
No es acumulable con otras promociones.
1,51% Calculado por un monto referencial de compra de $1.000.000 en 24 cuotas. Costo total del Crédito: $1.015.840. Operación afecta a impuesto al crédito a cargo del cliente.
Vigencia: Hasta el 31 de marzo de 2025",Santander
"Movistar
13 a 36 cuotas sin interés","13 a 36 cuotas sin interés
¡Conéctate con las mejores ofertas en equipos, planes y accesorios!
Recuerda que:
Exclusivo pagando con tus Tarjetas de Crédito Santander.
Es válido en tiendas y www.movistar.cl
No es acumulable con otras promociones.
CAE 1,53% Calculado por un monto referencial de compra de $1.000.000 en 36 cuotas. Costo total del Crédito: $1.023.760. Operación afecta a impuesto al crédito a cargo del cliente.
Vigencia: Hasta el 31 de marzo de 2025",Santander
"EnerLife
3 a 36 cuotas sin interés","3 a 36 cuotas sin interés
Aprovecha la instalación de paneles solares.
Recuerda que: 
Exclusivo pagando con tus Tarjetas de Crédito Santander.
Es válido en www.enerlife.cl
No es acumulable con otras promociones.
CAE 1,53% Calculado por un monto referencial de compra de $1.000.000 en 36 cuotas. Costo total del Crédito: $1.023.760 . Operación afecta a impuesto al crédito a cargo del cliente.
Vigencia: Hasta el 31 de marzo de 2025.",Santander
"La Hacienda Machalí
40% dcto. todos los miércoles.
O'Higgins","40% dcto. todos los miércoles.
Exquisitos platos de cocina chilena.
Recuerda que:
Exclusivo con tus Tarjetas de Crédito Santander.
Válido para consumo en local.
Camino La Hacienda Nº50 (7,44 km), Machalí.
No acumulable a otras promociones.
Pide tu descuento al momento de pagar.
Descuento máximo por pedido de $40.000.
Vigencia: Desde el 01 al 31 de marzo de 2025.",Santander
"Kantu Food
40% dcto. todos los miércoles.
Metropolitana","40% dcto. todos los miércoles.
Cocina asiática con platos típicos de Vietnam y Tailandia

Recuerda que:
Exclusivo con tus Tarjetas de Crédito Santander.
Válido para consumo en local.
Av. Italia 857, Providencia.
No acumulable a otras promociones.
Descuento máximo por pedido de $40.000.
Vigencia: Desde el 01 al 31 de marzo de 2025.",Santander
"GAES
13 a 24 cuotas sin interés","13 a 24 cuotas sin interés
Recupera el placer de escuchar con los expertos en audiología.
Recuerda que:
Exclusivo pagando con tus Tarjetas de Crédito Santander.
Válido en centros auditivos Gaes de Chile.
No es acumulable con otras promociones.
CAE 1,51% Calculado por un monto referencial de compra de $1.000.000 en 18 cuotas. Costo total del Crédito: $1.015.840. Operación afecta a impuesto al crédito a cargo del cliente.
Vigencia: Hasta el 31 de marzo de 2025",Santander
"Clínica Lo Arcaya
3 a 24 cuotas sin interés","3 a 24 cuotas sin interés
Clínica especialista en cirugía plástica y estética con equipos médicos acreditados y especialistas.
Recuerda que:
Exclusivo pagando con tus Tarjetas de Crédito Santander.
Válido online y presencial en Clínica Lo Arcaya, Las Condes.
No acumulable con otras promociones.
CAE de 1,51%. Calculado por un monto referencial de compra de $1.000.000 en 24 cuotas. Costo total del Crédito: $1.015.840. Operación afecta a impuesto al crédito.
Vigencia: Hasta el 31 de marzo de 2025",Santander
"Cosecha del Mar
40% dcto. todos los viernes.
Metropolitana, Los Lagos, Magallanes","40% dcto. todos los viernes.
¡Explora el mundo del salmón!
Recuerda que:
Exclusivo con tus Tarjetas de Crédito WorldMember Limited Santander LATAM Pass.
Válido en local.
Av. La Dehesa 2035, Lo Barnechea.
Carlos Silva Vildosola 9073, La Reina.
Decher 161, Puerto Varas.
Tomás Rogers 143, Puerto Natales.
Tope de dcto. $100.000
No acumulable a otras promociones.
Vigencia: Hasta el 31 de marzo de 2025.",Santander
"Universidad del Desarrollo
3 a 24 cuotas sin interés en programas adheridos de Postgrados","3 a 24 cuotas sin interés en programas adheridos de Postgrados
Revisa las distintas carreras, postgrados y educación continua que hay en la Universidad del Desarrollo.
Recuerda que:
Exclusivo pagando con tus Tarjetas de Crédito Santander.
Válido presencial en Universidad del Desarrollo.
Válido en programas adheridos de Postgrados.
CAE de 1,51%. Calculado por un monto referencial de compra de $1.000.000 en 24 cuotas. Costo total del Crédito: $1.015.840. Operación afecta a impuesto al crédito.
Vigencia: Hasta el 31 de marzo de 2025",Santander
"Clínica Everest
3 a 24 cuotas sin interés","3 a 24 cuotas sin interés
Clínica con amplias especialidades odontológicas.
Recuerda que:
Exclusivo pagando con tus Tarjetas de Crédito Santander.
Válido presencial en Clínica Dental Everest.
No es acumulable con otras promociones.
CAE de 1,51%. Calculado por un monto referencial de compra de $1.000.000 en 24 cuotas. Costo total del Crédito: $1.015.840. Operación afecta a impuesto al crédito.
Vigencia: Hasta el 31 de marzo de 2025",Santander
"Osoji
12 a 24 cuotas sin interés y multiplica x3 tus Millas LATAM Pass","12 a 24 cuotas sin interés y multiplica x3 tus Millas LATAM Pass
¡Haz tu vida más fácil con Osoji!

Recuerda que:
Exclusivo pagando con tus Tarjetas de Crédito Santander.
Cuotas sin interés válido en www.osoji.cl y en www.tienda.santander.cl
Multiplicador de millas y despacho gratis en Región Metropolitana válido en www.tienda.santander.cl
No es acumulable con otras promociones.
CAE de 1,51%. Calculado por un monto referencial de compra de $1.000.000 en 24 cuotas. Costo total del Crédito: $1.015.840. Operación afecta a impuesto al crédito.
Vigencia: Hasta agotar stock.",Santander
"HP
13 a 24 cuotas sin interés.","13 a 24 cuotas sin interés.
Descubre la gran colección de Notebooks, Desktops, Impresoras, Monitores, Accesorios y más.
Recuerda que:
Cuotas sin interés:
Exclusivo pagando con tus Tarjetas de Crédito Santander.
Válido en www.hp.com
CAE 1,51% Calculado por un monto referencial de compra de $1.000.000 en 24 cuotas. Costo total del Crédito: $1.015.840. Operación afecta a impuesto al crédito a cargo del cliente.
Vigencia: Hasta el 31 de marzo de 2025",Santander
"HYLA
19 a 36 cuotas sin interés","19 a 36 cuotas sin interés
Tecnología para la salud y limpieza.
Recuerda que:
Exclusivo con tus Tarjetas de Crédito Santander.
Válido en tiendas y www.hylachileshop.cl
No acumulable a otras promociones.
CAE 1,53% Calculado por un monto referencial de compra de $1.000.000 en 36 cuotas. Costo total del Crédito: $1.023.760 . Operación afecta a impuesto al crédito a cargo del cliente.
Vigencia: Hasta el 31 de marzo de 2025.",Santander
"De Pura Madre
20% dcto. todos los días
Metropolitana","20% dcto. todos los días
¡Las mejores pizzas y pan de masa madre!
Recuerda que:
Exclusivo con tus Tarjetas de Crédito y Débito Santander.
Válido para compras sobre $20.000 presencial y depuramadre.cl .
No acumulable a otras promociones.
Pide tu descuento al momento de pagar.
Ingresa los 6 primeros dígitos de tu Tarjeta como código de descuento.
Sin tope de descuento.
Vigencia: Hasta el 31 de marzo de 2025.",Santander
"Ducha Segura
15% dcto en el total de la compra
Bío-Bío, Metropolitana","15% dcto en el total de la compra
Haz tu baño más seguro con rebajes para tina, para personas con movilidad reducida.
Recuerda que:
Exclusivo pagando con tus Tarjetas de Crédito y Débito Santander.
Válido en tiendas: Santiago y Concepción.
No acumulable con otras promociones.
Vigencia: Hasta el 31 de marzo de 2025",Santander
"Naoki
50%. dcto. todos los miércoles.
Metropolitana","50%. dcto. todos los miércoles.
Sabores y técnicas japonesas se combinan con elementos locales de la costa chilena para crear una experiencia gastronómica única
Recuerda que:
Exclusivo con tus Nuevas Tarjetas de Crédito Santander American Express.
Válido para consumo en local.
Av. Vitacura 3875, Vitacura.
Tope de descuento de $50.000.
No acumulable a otras promociones.
Se excluyen propinas, menús, happy hours.
Vigencia: Desde el 01 de marzo al 31 de mayo de 2025.",Santander
"Caoba Bar
40% dcto. todos los miércoles.
Metropolitana","40% dcto. todos los miércoles.
¡Disfruta de un increíble bar!
Recuerda que: 
Exclusivo con tus Tarjetas de Crédito Santander.
Válido para consumo en local.
Alonso de Córdova 4156, Vitacura.
No acumulable a otras promociones.
Pide tu descuento al momento de pagar.
Tope de descuento $40.000.
Se excluyen propinas, menús, happy hours.
Vigencia: Desde el 01 al 31 de marzo de 2025.",Santander
"Be-Electric
Hasta 12 cuotas sin interés y multiplica x3 tus Millas LATAM Pass","Hasta 12 cuotas sin interés y multiplica x3 tus Millas LATAM Pass
Disfruta de las ventajas de lo sustentable, adquiere tu vehículo eléctrico. 
Recuerda que: 
Exclusivo con tus Tarjetas de Crédito Santander.
Válido en www.tienda.santander.cl.
Despacho gratis en Región Metropolitana.
Multiplicación x3 de millas válido en www.tienda.santander.cl
CAE 1,50% Calculado por un monto referencial de compra de $1.000.000 en 12 cuotas. Costo total del Crédito: $1.011.880. Operación afecta a impuesto al crédito a cargo del cliente.
No acumulable a otras promociones.
Vigencia: Hasta agotar stock.",Santander
"Music Hall
3 a 24 cuotas sin interés","3 a 24 cuotas sin interés
Tienda con las mejores marcas de instrumentos musicales.
Recuerda que:
Exclusivo con tus Tarjetas de Crédito Santander.
Válido en tiendas y en www.musichall.cl
No acumulable a otras promociones.
CAE 1,51% Calculado por un monto referencial de compra de $1.000.000 en 24 cuotas. Costo total del Crédito: $1.015.840. Operación afecta a impuesto al crédito a cargo del cliente.
Vigencia: Hasta el 31 de marzo de 2025.",Santander
"Saxoline
Multiplica x2 tus Millas LATAM Pass","Multiplica x2 tus Millas LATAM Pass
¡Compra tu equipaje y accesorios favoritos en saxoline.cl!
Recuerda:
Exclusivo pagando con tus Tarjetas de Crédito Santander LATAM Pass.
Válido en www.saxoline.cl
No acumulable con otras promociones.

Vigencia: Hasta el 31 de marzo de 2025",Santander
"miCoca-Cola
30% dcto. y multiplica x2 tus Millas LATAM Pass","30% dcto. y multiplica x2 tus Millas LATAM Pass
Refréscate con miCoca-Cola!
Recuerda que:
Exclusivo pagando con tus Tarjetas de Débito y Crédito Santander LATAM Pass.
Válido en miCoca-Cola.cl.
Máximo $30.000 de descuento.
Compras sobre $30.000.
2 usos por cliente.
1 cupón por pedido.
Ingresa los 6 primeros dígitos de tu Tarjeta como código de descuento.
Multiplicación x2 de millas, exclusivo pagando con tus Tarjetas de Crédito Santander LATAM Pass.
No acumulable con otras promociones/descuentos, ni pago con Giftcards.
Vigencia: Desde el 24 al 30 de marzo de 2025.",Santander
"KTM
12 a 24 cuotas sin interés.","12 a 24 cuotas sin interés.
Expertos en moto.
Recuerda que:
Exclusivo con tus Tarjetas de Crédito Santander.
Válido en RS SHOP, red de distribuidores y online.
No acumulable a otras promociones.
CAE 1,51% Calculado por un monto referencial de compra de $1.000.000 en 24 cuotas. Costo total del Crédito: $1.015.840. Operación afecta a impuesto al crédito a cargo del cliente.
Direcciones:
- Av. Balmaceda 3825, La Serena.
- Raúl Labbé 13664, Lo Barnechea.
-  Av. Vitacura 9482, Vitacura.
- Av. Apoquindo 8263, Las Condes.
- Ruta 5 Sur KM 407, Chillán Viejo.
- Av. Caupolicán 1461, Temuco.
Vigencia: Hasta el 31 de marzo de 2025.",Santander
"GasGas
12 a 24 cuotas sin interés","12 a 24 cuotas sin interés
Aventura y rendimiento a tu alcance.
Recuerda que:
Exclusivo con tus Tarjetas de Crédito Santander.
Válido en tiendas y en www.gasgaschile.cl.
No acumulable a otras promociones.
CAE 1,51% Calculado por un monto referencial de compra de $1.000.000 en 24 cuotas. Costo total del Crédito: $1.015.840. Operación afecta a impuesto al crédito a cargo del cliente.
Direcciones:
- Av. Balmaceda 3825, La Serena.
- Raúl Labbé 13664, Lo Barnechea.
- Av. Vitacura 9482, Vitacura.
- Av. Apoquindo 8263, Las Condes.
- Ruta 5 Sur KM 407, Chillán Viejo.
- Av. Caupolicán 1461,  Temuco.
Vigencia: Hasta el 31 de marzo de 2025.",Santander
"Husqvarna
12 a 24 cuotas sin interés.","12 a 24 cuotas sin interés.
Productos profesionales para silvicultura, cuidado de parques y jardinería.
Recuerda que:
Exclusivo con tus Tarjetas de Crédito Santander.
Válido en tiendas y en www.husqvarna.com.
No acumulable a otras promociones.
CAE 1,51% Calculado por un monto referencial de compra de $1.000.000 en 24 cuotas. Costo total del Crédito: $1.015.840. Operación afecta a impuesto al crédito a cargo del cliente.
Direcciones:
-  Av. Balmaceda 3825, La Serena.
- Raúl Labbé 13664, Lo Barnechea.
- Av. Vitacura 9482, Vitacura.
- Av. Apoquindo 8263, Las Condes.
- Ruta 5 Sur KM 407, Chillán Viejo.
- Av. Caupolicán 1461. Temuco.
Vigencia: Hasta el 31 de marzo de 2025.",Santander
"Entel
13 a 24 cuotas sin interés.","13 a 24 cuotas sin interés.
Descubre ofertas en equipos, accesorios, planes móviles e internet fibra hogar.

Recuerda que:
Exclusivo con tus Tarjetas de Crédito Santander.
Válido en tiendas y en www.entel.cl.
No acumulable a otras promociones.
CAE 1,51% Calculado por un monto referencial de compra de $1.000.000 en 24 cuotas. Costo total del Crédito: $1.015.840. Operación afecta a impuesto al crédito a cargo del cliente.

Vigencia: Hasta el 31 de marzo de 2025.",Santander
